Date,Zip,HomeIndex
11/30/2003,85730,134241
12/31/2003,85730,134919
1/31/2004,85730,135556
2/29/2004,85730,136485
3/31/2004,85730,137412
4/30/2004,85730,138868
5/31/2004,85730,140615
6/30/2004,85730,142755
7/31/2004,85730,144644
8/31/2004,85730,146393
9/30/2004,85730,148392
10/31/2004,85730,150400
11/30/2004,85730,152345
12/31/2004,85730,153890
1/31/2005,85730,155565
2/28/2005,85730,157777
3/31/2005,85730,160636
4/30/2005,85730,164844
5/31/2005,85730,170257
6/30/2005,85730,176001
7/31/2005,85730,182503
8/31/2005,85730,187225
9/30/2005,85730,191560
10/31/2005,85730,194312
11/30/2005,85730,196473
12/31/2005,85730,198039
1/31/2006,85730,197181
2/28/2006,85730,198110
3/31/2006,85730,200785
4/30/2006,85730,203733
5/31/2006,85730,206155
6/30/2006,85730,206473
7/31/2006,85730,206893
8/31/2006,85730,207448
9/30/2006,85730,207159
10/31/2006,85730,206080
11/30/2006,85730,205604
12/31/2006,85730,205059
1/31/2007,85730,205646
2/28/2007,85730,204895
3/31/2007,85730,205319
4/30/2007,85730,206008
5/31/2007,85730,206057
6/30/2007,85730,205420
7/31/2007,85730,204851
8/31/2007,85730,204135
9/30/2007,85730,202062
10/31/2007,85730,200076
11/30/2007,85730,197588
12/31/2007,85730,197009
1/31/2008,85730,195825
2/29/2008,85730,193267
3/31/2008,85730,189654
4/30/2008,85730,186147
5/31/2008,85730,184612
6/30/2008,85730,182256
7/31/2008,85730,179642
8/31/2008,85730,175894
9/30/2008,85730,173621
10/31/2008,85730,171374
11/30/2008,85730,169902
12/31/2008,85730,167700
1/31/2009,85730,166055
2/28/2009,85730,164636
3/31/2009,85730,162592
4/30/2009,85730,160319
5/31/2009,85730,157725
6/30/2009,85730,155002
7/31/2009,85730,153281
8/31/2009,85730,151324
9/30/2009,85730,150452
10/31/2009,85730,149621
11/30/2009,85730,149529
12/31/2009,85730,149462
1/31/2010,85730,147949
2/28/2010,85730,146261
3/31/2010,85730,145691
4/30/2010,85730,146107
5/31/2010,85730,145837
6/30/2010,85730,144162
7/31/2010,85730,141795
8/31/2010,85730,140101
9/30/2010,85730,138319
10/31/2010,85730,136195
11/30/2010,85730,133909
12/31/2010,85730,132531
1/31/2011,85730,132153
2/28/2011,85730,130974
3/31/2011,85730,128855
4/30/2011,85730,125933
5/31/2011,85730,123126
6/30/2011,85730,119944
7/31/2011,85730,116379
8/31/2011,85730,113362
9/30/2011,85730,111157
10/31/2011,85730,109975
11/30/2011,85730,109084
12/31/2011,85730,108371
1/31/2012,85730,108053
2/29/2012,85730,108575
3/31/2012,85730,109407
4/30/2012,85730,109821
5/31/2012,85730,109952
6/30/2012,85730,110724
7/31/2012,85730,112245
8/31/2012,85730,113758
9/30/2012,85730,114744
10/31/2012,85730,115108
11/30/2012,85730,115826
12/31/2012,85730,116852
1/31/2013,85730,118303
2/28/2013,85730,119213
3/31/2013,85730,119525
4/30/2013,85730,120152
5/31/2013,85730,121395
6/30/2013,85730,123527
7/31/2013,85730,125393
8/31/2013,85730,127177
9/30/2013,85730,128751
10/31/2013,85730,130849
11/30/2013,85730,132119
12/31/2013,85730,133012
1/31/2014,85730,133943
2/28/2014,85730,135600
3/31/2014,85730,136468
4/30/2014,85730,136525
5/31/2014,85730,136546
6/30/2014,85730,137229
7/31/2014,85730,138167
8/31/2014,85730,139094
9/30/2014,85730,139549
10/31/2014,85730,139511
11/30/2014,85730,139423
12/31/2014,85730,139044
1/31/2015,85730,138880
2/28/2015,85730,138410
3/31/2015,85730,138829
4/30/2015,85730,139546
5/31/2015,85730,140131
6/30/2015,85730,140730
7/31/2015,85730,140325
8/31/2015,85730,140200
9/30/2015,85730,140340
10/31/2015,85730,140957
11/30/2015,85730,141078
12/31/2015,85730,141298
1/31/2016,85730,141601
2/29/2016,85730,142297
3/31/2016,85730,142930
4/30/2016,85730,143752
5/31/2016,85730,144694
6/30/2016,85730,145037
7/31/2016,85730,146287
8/31/2016,85730,147627
9/30/2016,85730,148768
10/31/2016,85730,149430
11/30/2016,85730,150234
12/31/2016,85730,151342
1/31/2017,85730,152189
2/28/2017,85730,152894
3/31/2017,85730,154031
4/30/2017,85730,155137
5/31/2017,85730,156042
6/30/2017,85730,157234
7/31/2017,85730,158297
8/31/2017,85730,160172
9/30/2017,85730,161653
10/31/2017,85730,163009
11/30/2017,85730,163864
12/31/2017,85730,164727
1/31/2018,85730,165465
2/28/2018,85730,166326
3/31/2018,85730,167480
4/30/2018,85730,169054
5/31/2018,85730,170506
6/30/2018,85730,171683
7/31/2018,85730,172684
8/31/2018,85730,173602
9/30/2018,85730,175004
10/31/2018,85730,176256
11/30/2018,85730,177419
12/31/2018,85730,177189
1/31/2019,85730,177658
2/28/2019,85730,178237
3/31/2019,85730,179013
4/30/2019,85730,180190
5/31/2019,85730,181421
6/30/2019,85730,183014
7/31/2019,85730,184241
8/31/2019,85730,185470
9/30/2019,85730,186780
10/31/2019,85730,187668
11/30/2019,85730,189218
12/31/2019,85730,191376
1/31/2020,85730,192489
2/29/2020,85730,193251
3/31/2020,85730,193908
4/30/2020,85730,195867
5/31/2020,85730,196703
6/30/2020,85730,197402
7/31/2020,85730,198241
8/31/2020,85730,200176
9/30/2020,85730,201888
10/31/2020,85730,203456
11/30/2020,85730,205547
12/31/2020,85730,208884
1/31/2021,85730,213193
2/28/2021,85730,217507
3/31/2021,85730,220850
4/30/2021,85730,224012
5/31/2021,85730,228752
6/30/2021,85730,236342
7/31/2021,85730,243922
8/31/2021,85730,249973
9/30/2021,85730,254236
10/31/2021,85730,258097
11/30/2021,85730,261928
12/31/2021,85730,263453
1/31/2022,85730,266760
2/28/2022,85730,270705
3/31/2022,85730,276595
4/30/2022,85730,281614
5/31/2022,85730,285797
6/30/2022,85730,289813
7/31/2022,85730,290935
1/31/2000,85614,127001
2/29/2000,85614,127008
3/31/2000,85614,127055
4/30/2000,85614,127112
5/31/2000,85614,126985
6/30/2000,85614,126869
7/31/2000,85614,126682
8/31/2000,85614,126485
9/30/2000,85614,125987
10/31/2000,85614,125660
11/30/2000,85614,125365
12/31/2000,85614,125322
1/31/2001,85614,125231
2/28/2001,85614,125300
3/31/2001,85614,125280
4/30/2001,85614,125204
5/31/2001,85614,125407
6/30/2001,85614,125671
7/31/2001,85614,126044
8/31/2001,85614,126259
9/30/2001,85614,126534
10/31/2001,85614,126782
11/30/2001,85614,126739
12/31/2001,85614,126784
1/31/2002,85614,126733
2/28/2002,85614,126846
3/31/2002,85614,127065
4/30/2002,85614,127366
5/31/2002,85614,127625
6/30/2002,85614,127842
7/31/2002,85614,128311
8/31/2002,85614,128930
9/30/2002,85614,129455
10/31/2002,85614,129892
11/30/2002,85614,130173
12/31/2002,85614,130620
1/31/2003,85614,130956
2/28/2003,85614,131740
3/31/2003,85614,132382
4/30/2003,85614,133452
5/31/2003,85614,134405
6/30/2003,85614,135494
7/31/2003,85614,136339
8/31/2003,85614,137274
9/30/2003,85614,138249
10/31/2003,85614,139169
11/30/2003,85614,139717
12/31/2003,85614,140113
1/31/2004,85614,140530
2/29/2004,85614,141344
3/31/2004,85614,142599
4/30/2004,85614,144198
5/31/2004,85614,146107
6/30/2004,85614,148148
7/31/2004,85614,150051
8/31/2004,85614,151899
9/30/2004,85614,153788
10/31/2004,85614,155905
11/30/2004,85614,158043
12/31/2004,85614,160321
1/31/2005,85614,162788
2/28/2005,85614,165787
3/31/2005,85614,169717
4/30/2005,85614,175451
5/31/2005,85614,182565
6/30/2005,85614,190032
7/31/2005,85614,198190
8/31/2005,85614,204121
9/30/2005,85614,209545
10/31/2005,85614,212996
11/30/2005,85614,216083
12/31/2005,85614,218230
1/31/2006,85614,217605
2/28/2006,85614,218889
3/31/2006,85614,222193
4/30/2006,85614,225855
5/31/2006,85614,228930
6/30/2006,85614,229563
7/31/2006,85614,230265
8/31/2006,85614,231297
9/30/2006,85614,231350
10/31/2006,85614,230686
11/30/2006,85614,230248
12/31/2006,85614,229446
1/31/2007,85614,229695
2/28/2007,85614,228440
3/31/2007,85614,228634
4/30/2007,85614,228934
5/31/2007,85614,228461
6/30/2007,85614,226893
7/31/2007,85614,225132
8/31/2007,85614,223411
9/30/2007,85614,220564
10/31/2007,85614,218116
11/30/2007,85614,214821
12/31/2007,85614,213559
1/31/2008,85614,211712
2/29/2008,85614,208675
3/31/2008,85614,204668
4/30/2008,85614,200609
5/31/2008,85614,198663
6/30/2008,85614,196105
7/31/2008,85614,193614
8/31/2008,85614,190104
9/30/2008,85614,187752
10/31/2008,85614,185439
11/30/2008,85614,183708
12/31/2008,85614,181460
1/31/2009,85614,180446
2/28/2009,85614,179792
3/31/2009,85614,178154
4/30/2009,85614,175784
5/31/2009,85614,173141
6/30/2009,85614,171117
7/31/2009,85614,169410
8/31/2009,85614,167843
9/30/2009,85614,166754
10/31/2009,85614,166634
11/30/2009,85614,166894
12/31/2009,85614,167666
1/31/2010,85614,166384
2/28/2010,85614,165114
3/31/2010,85614,163971
4/30/2010,85614,163854
5/31/2010,85614,162843
6/30/2010,85614,161277
7/31/2010,85614,159520
8/31/2010,85614,158600
9/30/2010,85614,157525
10/31/2010,85614,155864
11/30/2010,85614,153969
12/31/2010,85614,152924
1/31/2011,85614,153004
2/28/2011,85614,152164
3/31/2011,85614,150396
4/30/2011,85614,148165
5/31/2011,85614,146502
6/30/2011,85614,145024
7/31/2011,85614,143076
8/31/2011,85614,141537
9/30/2011,85614,140074
10/31/2011,85614,139191
11/30/2011,85614,138665
12/31/2011,85614,138200
1/31/2012,85614,138414
2/29/2012,85614,139056
3/31/2012,85614,140180
4/30/2012,85614,140257
5/31/2012,85614,139795
6/30/2012,85614,139461
7/31/2012,85614,139757
8/31/2012,85614,140211
9/30/2012,85614,141037
10/31/2012,85614,141567
11/30/2012,85614,142279
12/31/2012,85614,142430
1/31/2013,85614,142948
2/28/2013,85614,142803
3/31/2013,85614,142706
4/30/2013,85614,142800
5/31/2013,85614,143244
6/30/2013,85614,143803
7/31/2013,85614,143989
8/31/2013,85614,144417
9/30/2013,85614,145218
10/31/2013,85614,146258
11/30/2013,85614,146801
12/31/2013,85614,147216
1/31/2014,85614,147624
2/28/2014,85614,148706
3/31/2014,85614,148465
4/30/2014,85614,148128
5/31/2014,85614,147408
6/30/2014,85614,147482
7/31/2014,85614,147607
8/31/2014,85614,147749
9/30/2014,85614,147715
10/31/2014,85614,147591
11/30/2014,85614,147750
12/31/2014,85614,147607
1/31/2015,85614,147498
2/28/2015,85614,146978
3/31/2015,85614,147485
4/30/2015,85614,147985
5/31/2015,85614,148698
6/30/2015,85614,149154
7/31/2015,85614,148922
8/31/2015,85614,148625
9/30/2015,85614,148622
10/31/2015,85614,148909
11/30/2015,85614,148905
12/31/2015,85614,149003
1/31/2016,85614,149317
2/29/2016,85614,149935
3/31/2016,85614,150475
4/30/2016,85614,151139
5/31/2016,85614,151789
6/30/2016,85614,151743
7/31/2016,85614,152325
8/31/2016,85614,153074
9/30/2016,85614,153849
10/31/2016,85614,154179
11/30/2016,85614,154591
12/31/2016,85614,155171
1/31/2017,85614,155844
2/28/2017,85614,156594
3/31/2017,85614,157382
4/30/2017,85614,157960
5/31/2017,85614,158480
6/30/2017,85614,159358
7/31/2017,85614,160036
8/31/2017,85614,160984
9/30/2017,85614,161995
10/31/2017,85614,162846
11/30/2017,85614,163673
12/31/2017,85614,164459
1/31/2018,85614,165419
2/28/2018,85614,166534
3/31/2018,85614,167988
4/30/2018,85614,170063
5/31/2018,85614,172076
6/30/2018,85614,173986
7/31/2018,85614,175599
8/31/2018,85614,177076
9/30/2018,85614,178931
10/31/2018,85614,180707
11/30/2018,85614,182300
12/31/2018,85614,182722
1/31/2019,85614,183845
2/28/2019,85614,185267
3/31/2019,85614,186766
4/30/2019,85614,187751
5/31/2019,85614,188689
6/30/2019,85614,190080
7/31/2019,85614,191673
8/31/2019,85614,193127
9/30/2019,85614,194365
10/31/2019,85614,195290
11/30/2019,85614,196728
12/31/2019,85614,199040
1/31/2020,85614,200345
2/29/2020,85614,201611
3/31/2020,85614,202647
4/30/2020,85614,205365
5/31/2020,85614,206954
6/30/2020,85614,208672
7/31/2020,85614,210270
8/31/2020,85614,212830
9/30/2020,85614,215491
10/31/2020,85614,217641
11/30/2020,85614,220862
12/31/2020,85614,224159
1/31/2021,85614,228464
2/28/2021,85614,231796
3/31/2021,85614,234295
4/30/2021,85614,236736
5/31/2021,85614,240974
6/30/2021,85614,248157
7/31/2021,85614,255860
8/31/2021,85614,262156
9/30/2021,85614,266537
10/31/2021,85614,270331
11/30/2021,85614,273782
12/31/2021,85614,276023
1/31/2022,85614,280085
2/28/2022,85614,284604
3/31/2022,85614,291215
4/30/2022,85614,296660
5/31/2022,85614,301967
6/30/2022,85614,306682
7/31/2022,85614,308770
1/31/2000,85718,266566
2/29/2000,85718,267602
3/31/2000,85718,268372
4/30/2000,85718,269650
5/31/2000,85718,270851
6/30/2000,85718,272113
7/31/2000,85718,274152
8/31/2000,85718,276346
9/30/2000,85718,278361
10/31/2000,85718,279959
11/30/2000,85718,280946
12/31/2000,85718,282448
1/31/2001,85718,284027
2/28/2001,85718,285306
3/31/2001,85718,286517
4/30/2001,85718,287646
5/31/2001,85718,289312
6/30/2001,85718,290878
7/31/2001,85718,292508
8/31/2001,85718,294089
9/30/2001,85718,295654
10/31/2001,85718,297421
11/30/2001,85718,298668
12/31/2001,85718,299452
1/31/2002,85718,300279
2/28/2002,85718,301546
3/31/2002,85718,303420
4/30/2002,85718,305045
5/31/2002,85718,307073
6/30/2002,85718,309054
7/31/2002,85718,310673
8/31/2002,85718,311886
9/30/2002,85718,313212
10/31/2002,85718,315596
11/30/2002,85718,318227
12/31/2002,85718,320739
1/31/2003,85718,322045
2/28/2003,85718,323330
3/31/2003,85718,324029
4/30/2003,85718,325244
5/31/2003,85718,326721
6/30/2003,85718,329147
7/31/2003,85718,332442
8/31/2003,85718,336188
9/30/2003,85718,339352
10/31/2003,85718,341670
11/30/2003,85718,343067
12/31/2003,85718,344573
1/31/2004,85718,346062
2/29/2004,85718,348595
3/31/2004,85718,351362
4/30/2004,85718,354626
5/31/2004,85718,358903
6/30/2004,85718,364021
7/31/2004,85718,369087
8/31/2004,85718,373225
9/30/2004,85718,377705
10/31/2004,85718,382801
11/30/2004,85718,387925
12/31/2004,85718,392987
1/31/2005,85718,398451
2/28/2005,85718,405215
3/31/2005,85718,413627
4/30/2005,85718,426101
5/31/2005,85718,442045
6/30/2005,85718,458990
7/31/2005,85718,477638
8/31/2005,85718,491397
9/30/2005,85718,504083
10/31/2005,85718,513078
11/30/2005,85718,520337
12/31/2005,85718,526226
1/31/2006,85718,525150
2/28/2006,85718,528455
3/31/2006,85718,535186
4/30/2006,85718,541594
5/31/2006,85718,546621
6/30/2006,85718,546621
7/31/2006,85718,547587
8/31/2006,85718,549930
9/30/2006,85718,550944
10/31/2006,85718,549376
11/30/2006,85718,548796
12/31/2006,85718,547438
1/31/2007,85718,549470
2/28/2007,85718,548500
3/31/2007,85718,551514
4/30/2007,85718,555316
5/31/2007,85718,557425
6/30/2007,85718,556060
7/31/2007,85718,555000
8/31/2007,85718,552151
9/30/2007,85718,546173
10/31/2007,85718,540617
11/30/2007,85718,534307
12/31/2007,85718,532794
1/31/2008,85718,529240
2/29/2008,85718,522849
3/31/2008,85718,514484
4/30/2008,85718,506317
5/31/2008,85718,502944
6/30/2008,85718,498512
7/31/2008,85718,494784
8/31/2008,85718,488185
9/30/2008,85718,484616
10/31/2008,85718,479771
11/30/2008,85718,476225
12/31/2008,85718,470431
1/31/2009,85718,465605
2/28/2009,85718,463084
3/31/2009,85718,457434
4/30/2009,85718,453153
5/31/2009,85718,447879
6/30/2009,85718,443176
7/31/2009,85718,437544
8/31/2009,85718,431519
9/30/2009,85718,427651
10/31/2009,85718,426626
11/30/2009,85718,425495
12/31/2009,85718,426607
1/31/2010,85718,422653
2/28/2010,85718,419461
3/31/2010,85718,417446
4/30/2010,85718,418532
5/31/2010,85718,417624
6/30/2010,85718,413569
7/31/2010,85718,409400
8/31/2010,85718,408011
9/30/2010,85718,406796
10/31/2010,85718,403234
11/30/2010,85718,398480
12/31/2010,85718,396701
1/31/2011,85718,399641
2/28/2011,85718,399098
3/31/2011,85718,395487
4/30/2011,85718,389315
5/31/2011,85718,385684
6/30/2011,85718,382851
7/31/2011,85718,378415
8/31/2011,85718,374436
9/30/2011,85718,369284
10/31/2011,85718,366078
11/30/2011,85718,363829
12/31/2011,85718,362295
1/31/2012,85718,361736
2/29/2012,85718,363366
3/31/2012,85718,366764
4/30/2012,85718,369551
5/31/2012,85718,370745
6/30/2012,85718,373056
7/31/2012,85718,376193
8/31/2012,85718,378582
9/30/2012,85718,380122
10/31/2012,85718,380095
11/30/2012,85718,382476
12/31/2012,85718,384838
1/31/2013,85718,387493
2/28/2013,85718,387198
3/31/2013,85718,386433
4/30/2013,85718,387209
5/31/2013,85718,389038
6/30/2013,85718,391667
7/31/2013,85718,393334
8/31/2013,85718,395487
9/30/2013,85718,397838
10/31/2013,85718,400940
11/30/2013,85718,402733
12/31/2013,85718,405054
1/31/2014,85718,407394
2/28/2014,85718,412124
3/31/2014,85718,412513
4/30/2014,85718,412053
5/31/2014,85718,409853
6/30/2014,85718,409710
7/31/2014,85718,409041
8/31/2014,85718,408997
9/30/2014,85718,408709
10/31/2014,85718,408702
11/30/2014,85718,408742
12/31/2014,85718,407265
1/31/2015,85718,406311
2/28/2015,85718,404161
3/31/2015,85718,405027
4/30/2015,85718,405528
5/31/2015,85718,406223
6/30/2015,85718,406452
7/31/2015,85718,404572
8/31/2015,85718,403751
9/30/2015,85718,403646
10/31/2015,85718,405374
11/30/2015,85718,405986
12/31/2015,85718,407132
1/31/2016,85718,409436
2/29/2016,85718,411994
3/31/2016,85718,414461
4/30/2016,85718,414507
5/31/2016,85718,415325
6/30/2016,85718,413930
7/31/2016,85718,415919
8/31/2016,85718,417697
9/30/2016,85718,419933
10/31/2016,85718,420967
11/30/2016,85718,422012
12/31/2016,85718,422867
1/31/2017,85718,424102
2/28/2017,85718,425347
3/31/2017,85718,427368
4/30/2017,85718,428091
5/31/2017,85718,428766
6/30/2017,85718,429713
7/31/2017,85718,430517
8/31/2017,85718,432547
9/30/2017,85718,435081
10/31/2017,85718,436860
11/30/2017,85718,438515
12/31/2017,85718,439734
1/31/2018,85718,442224
2/28/2018,85718,445028
3/31/2018,85718,447781
4/30/2018,85718,450740
5/31/2018,85718,452936
6/30/2018,85718,455374
7/31/2018,85718,457228
8/31/2018,85718,458963
9/30/2018,85718,462286
10/31/2018,85718,465724
11/30/2018,85718,468506
12/31/2018,85718,468367
1/31/2019,85718,469320
2/28/2019,85718,470651
3/31/2019,85718,471546
4/30/2019,85718,470818
5/31/2019,85718,469935
6/30/2019,85718,470113
7/31/2019,85718,471645
8/31/2019,85718,473579
9/30/2019,85718,475782
10/31/2019,85718,477576
11/30/2019,85718,479930
12/31/2019,85718,483856
1/31/2020,85718,486036
2/29/2020,85718,488007
3/31/2020,85718,489935
4/30/2020,85718,495703
5/31/2020,85718,499672
6/30/2020,85718,503984
7/31/2020,85718,507737
8/31/2020,85718,513569
9/30/2020,85718,519469
10/31/2020,85718,524859
11/30/2020,85718,530724
12/31/2020,85718,536933
1/31/2021,85718,545174
2/28/2021,85718,553059
3/31/2021,85718,559060
4/30/2021,85718,565513
5/31/2021,85718,576744
6/30/2021,85718,595043
7/31/2021,85718,613052
8/31/2021,85718,628656
9/30/2021,85718,640130
10/31/2021,85718,651100
11/30/2021,85718,661490
12/31/2021,85718,668028
1/31/2022,85718,678944
2/28/2022,85718,690102
3/31/2022,85718,706908
4/30/2022,85718,720530
5/31/2022,85718,733523
6/30/2022,85718,746306
7/31/2022,85718,752749
1/31/2000,85746,95428
2/29/2000,85746,95673
3/31/2000,85746,95852
4/30/2000,85746,96135
5/31/2000,85746,96418
6/30/2000,85746,96712
7/31/2000,85746,97062
8/31/2000,85746,97384
9/30/2000,85746,97760
10/31/2000,85746,98384
11/30/2000,85746,99085
12/31/2000,85746,99736
1/31/2001,85746,100056
2/28/2001,85746,100223
3/31/2001,85746,100357
4/30/2001,85746,100643
5/31/2001,85746,101146
6/30/2001,85746,101810
7/31/2001,85746,102513
8/31/2001,85746,103105
9/30/2001,85746,103712
10/31/2001,85746,104334
11/30/2001,85746,104751
12/31/2001,85746,105027
1/31/2002,85746,105144
2/28/2002,85746,105481
3/31/2002,85746,105850
4/30/2002,85746,106386
5/31/2002,85746,106840
6/30/2002,85746,107269
7/31/2002,85746,107749
8/31/2002,85746,108280
9/30/2002,85746,108754
10/31/2002,85746,109357
11/30/2002,85746,109975
12/31/2002,85746,110898
1/31/2003,85746,111577
2/28/2003,85746,112280
3/31/2003,85746,112809
4/30/2003,85746,113427
5/31/2003,85746,114266
6/30/2003,85746,115184
7/31/2003,85746,116261
8/31/2003,85746,117190
9/30/2003,85746,117892
10/31/2003,85746,118512
11/30/2003,85746,118795
12/31/2003,85746,119290
1/31/2004,85746,119639
2/29/2004,85746,120456
3/31/2004,85746,121209
4/30/2004,85746,122236
5/31/2004,85746,123265
6/30/2004,85746,124685
7/31/2004,85746,125939
8/31/2004,85746,127204
9/30/2004,85746,128681
10/31/2004,85746,130494
11/30/2004,85746,132172
12/31/2004,85746,133647
1/31/2005,85746,135068
2/28/2005,85746,137001
3/31/2005,85746,139476
4/30/2005,85746,143369
5/31/2005,85746,148497
6/30/2005,85746,154026
7/31/2005,85746,160202
8/31/2005,85746,164881
9/30/2005,85746,169224
10/31/2005,85746,172164
11/30/2005,85746,174509
12/31/2005,85746,176229
1/31/2006,85746,175934
2/28/2006,85746,177108
3/31/2006,85746,179713
4/30/2006,85746,182423
5/31/2006,85746,184546
6/30/2006,85746,185062
7/31/2006,85746,185560
8/31/2006,85746,186021
9/30/2006,85746,185804
10/31/2006,85746,185023
11/30/2006,85746,185131
12/31/2006,85746,184748
1/31/2007,85746,185204
2/28/2007,85746,184656
3/31/2007,85746,185379
4/30/2007,85746,186349
5/31/2007,85746,186527
6/30/2007,85746,186106
7/31/2007,85746,185478
8/31/2007,85746,184828
9/30/2007,85746,182697
10/31/2007,85746,180960
11/30/2007,85746,178186
12/31/2007,85746,177199
1/31/2008,85746,175338
2/29/2008,85746,172274
3/31/2008,85746,168129
4/30/2008,85746,164101
5/31/2008,85746,161846
6/30/2008,85746,159054
7/31/2008,85746,155879
8/31/2008,85746,152207
9/30/2008,85746,149033
10/31/2008,85746,145615
11/30/2008,85746,142295
12/31/2008,85746,138676
1/31/2009,85746,136060
2/28/2009,85746,134369
3/31/2009,85746,131921
4/30/2009,85746,128996
5/31/2009,85746,125610
6/30/2009,85746,121988
7/31/2009,85746,118868
8/31/2009,85746,115458
9/30/2009,85746,113468
10/31/2009,85746,112244
11/30/2009,85746,111902
12/31/2009,85746,112290
1/31/2010,85746,111401
2/28/2010,85746,110375
3/31/2010,85746,109623
4/30/2010,85746,109826
5/31/2010,85746,109209
6/30/2010,85746,108089
7/31/2010,85746,106377
8/31/2010,85746,105538
9/30/2010,85746,104639
10/31/2010,85746,103647
11/30/2010,85746,102246
12/31/2010,85746,101370
1/31/2011,85746,101490
2/28/2011,85746,100641
3/31/2011,85746,99234
4/30/2011,85746,96905
5/31/2011,85746,95632
6/30/2011,85746,94182
7/31/2011,85746,92633
8/31/2011,85746,91325
9/30/2011,85746,90094
10/31/2011,85746,89374
11/30/2011,85746,88474
12/31/2011,85746,87641
1/31/2012,85746,86612
2/29/2012,85746,86114
3/31/2012,85746,86210
4/30/2012,85746,86506
5/31/2012,85746,86942
6/30/2012,85746,87479
7/31/2012,85746,88560
8/31/2012,85746,89289
9/30/2012,85746,90271
10/31/2012,85746,90828
11/30/2012,85746,92193
12/31/2012,85746,93892
1/31/2013,85746,95714
2/28/2013,85746,96506
3/31/2013,85746,96525
4/30/2013,85746,97627
5/31/2013,85746,98774
6/30/2013,85746,100866
7/31/2013,85746,102205
8/31/2013,85746,104507
9/30/2013,85746,106347
10/31/2013,85746,108424
11/30/2013,85746,109468
12/31/2013,85746,110503
1/31/2014,85746,112207
2/28/2014,85746,114754
3/31/2014,85746,116168
4/30/2014,85746,116586
5/31/2014,85746,116736
6/30/2014,85746,117489
7/31/2014,85746,118533
8/31/2014,85746,119323
9/30/2014,85746,119953
10/31/2014,85746,120057
11/30/2014,85746,120484
12/31/2014,85746,120190
1/31/2015,85746,119921
2/28/2015,85746,119362
3/31/2015,85746,120082
4/30/2015,85746,121172
5/31/2015,85746,122154
6/30/2015,85746,122816
7/31/2015,85746,122695
8/31/2015,85746,122704
9/30/2015,85746,123216
10/31/2015,85746,124155
11/30/2015,85746,124775
12/31/2015,85746,125417
1/31/2016,85746,126274
2/29/2016,85746,127470
3/31/2016,85746,128673
4/30/2016,85746,129655
5/31/2016,85746,130786
6/30/2016,85746,130989
7/31/2016,85746,132070
8/31/2016,85746,132998
9/30/2016,85746,133972
10/31/2016,85746,134358
11/30/2016,85746,135049
12/31/2016,85746,136032
1/31/2017,85746,137168
2/28/2017,85746,138053
3/31/2017,85746,139038
4/30/2017,85746,139599
5/31/2017,85746,140275
6/30/2017,85746,141608
7/31/2017,85746,142782
8/31/2017,85746,144284
9/30/2017,85746,145600
10/31/2017,85746,147016
11/30/2017,85746,148003
12/31/2017,85746,148614
1/31/2018,85746,149036
2/28/2018,85746,149834
3/31/2018,85746,150945
4/30/2018,85746,152317
5/31/2018,85746,153674
6/30/2018,85746,154756
7/31/2018,85746,155984
8/31/2018,85746,156714
9/30/2018,85746,157807
10/31/2018,85746,158421
11/30/2018,85746,159148
12/31/2018,85746,158909
1/31/2019,85746,159561
2/28/2019,85746,160394
3/31/2019,85746,161282
4/30/2019,85746,162727
5/31/2019,85746,164165
6/30/2019,85746,165850
7/31/2019,85746,167022
8/31/2019,85746,168195
9/30/2019,85746,169656
10/31/2019,85746,170876
11/30/2019,85746,172336
12/31/2019,85746,174052
1/31/2020,85746,174722
2/29/2020,85746,175448
3/31/2020,85746,176375
4/30/2020,85746,178475
5/31/2020,85746,179674
6/30/2020,85746,180769
7/31/2020,85746,181918
8/31/2020,85746,183948
9/30/2020,85746,186047
10/31/2020,85746,187831
11/30/2020,85746,
12/31/2020,85746,199948
1/31/2021,85746,207363
2/28/2021,85746,211413
3/31/2021,85746,214673
4/30/2021,85746,217667
5/31/2021,85746,222094
6/30/2021,85746,229056
7/31/2021,85746,236714
8/31/2021,85746,243004
9/30/2021,85746,247619
10/31/2021,85746,251518
11/30/2021,85746,254689
12/31/2021,85746,256537
1/31/2022,85746,259998
2/28/2022,85746,264170
3/31/2022,85746,269766
4/30/2022,85746,274672
5/31/2022,85746,279149
6/30/2022,85746,281619
7/31/2022,85746,281733
1/31/2000,85741,115287
2/29/2000,85741,115397
3/31/2000,85741,115626
4/30/2000,85741,115845
5/31/2000,85741,116380
6/30/2000,85741,116852
7/31/2000,85741,117464
8/31/2000,85741,117925
9/30/2000,85741,118437
10/31/2000,85741,118980
11/30/2000,85741,119484
12/31/2000,85741,119908
1/31/2001,85741,120262
2/28/2001,85741,120622
3/31/2001,85741,120945
4/30/2001,85741,121450
5/31/2001,85741,121871
6/30/2001,85741,122387
7/31/2001,85741,122967
8/31/2001,85741,123682
9/30/2001,85741,124486
10/31/2001,85741,125433
11/30/2001,85741,126172
12/31/2001,85741,126904
1/31/2002,85741,127290
2/28/2002,85741,127814
3/31/2002,85741,128454
4/30/2002,85741,129166
5/31/2002,85741,130046
6/30/2002,85741,130818
7/31/2002,85741,131761
8/31/2002,85741,132523
9/30/2002,85741,133305
10/31/2002,85741,134125
11/30/2002,85741,134982
12/31/2002,85741,135902
1/31/2003,85741,136496
2/28/2003,85741,137195
